"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A291",130,24753,2021-02-23,55.708335,-163.35,2,14.1666666666667,38,48,55.05,50792.62,68482,NA,NA,NA,NA,NA,NA,2021-02-23 00:10:00,5542,16313,NA,509,1
"A080",55,24719,2021-02-17,56.6325,-162.651665,1,3.58333333333333,31,37,152.99,147377.13,201893,NA,NA,NA,NA,NA,NA,2021-02-17 03:42:00,5636,16242,NA,516,2
"A291",75,24753,2021-02-08,55.629165,-164.75,2,18.3333333333333,46,56,55.91,53846.96,91262,NA,NA,NA,NA,NA,NA,2021-02-08 04:04:00,5537,16441,NA,509,1
"A291",85,24753,2021-02-10,56.413335,-164.00083,2,15.625,35,47,56.16,55664.79,129442,NA,NA,NA,NA,NA,NA,2021-02-10 12:55:00,5624,16401,NA,509,1
"A080",78,24719,2021-02-27,55.49583,-164.228335,1,14.5416666666667,43,51,106.87,101525.57,152265,NA,NA,NA,NA,NA,NA,2021-02-26 22:51:00,5531,16406,NA,509,1
"A080",7,24719,2021-01-25,55.525,-164.42,1,7.66666666666667,43,51,150.31,147503.75,184384,NA,NA,NA,NA,NA,NA,2021-01-25 20:55:00,5529,16419,NA,509,1
"A282",46,24733,2021-02-10,56.285835,-163.840835,1,14.7916666666667,35,45,156.97,151630.83,226322,NA,NA,NA,NA,NA,NA,2021-02-10 05:30:00,5615,16349,"C54",509,1
"A045",26,24751,2021-02-02,55.99083,-164.98,1,11.0416666666667,39,51,88.93,85586.18,115654,NA,NA,NA,NA,NA,NA,2021-02-02 04:50:00,5605,16457,NA,517,1
"A045",75,24751,2021-02-20,55.406665,-163.75,1,7.29166666666667,26,40,90.27,79522.75,102219,NA,NA,NA,NA,3,NA,2021-02-20 01:35:00,5520,16354,"C51",509,1
"A136",41,24710,2021-02-07,55.88667,-163.72917,1,6.04166666666667,36,48,138.97,138118,172651,NA,NA,NA,NA,NA,NA,2021-02-07 14:45:00,5552,16348,"C56",509,2
"A039",53,24769,2021-02-13,56.321665,-162.6625,2,20.2916666666667,33,43,52.33,48421.34,63119,NA,NA,0.33,4,NA,NA,2021-02-12 17:55:00,5613,16244,NA,516,1
"A039",82,24769,2021-02-19,55.315,-164.27667,2,6.45833333333333,41,51,65.7,62675.08,78707,NA,NA,NA,NA,3,NA,2021-02-19 00:30:00,5518,16416,NA,509,1
"A039",87,24769,2021-02-20,55.11667,-164.73333,2,20.5,43,53,68.35,61669.28,89210,NA,NA,NA,NA,NA,NA,2021-02-19 22:20:00,5504,16450,NA,509,1
"A074",43,24767,2021-02-10,56.3475,-163.706665,1,13.0833333333333,33,43,103.24,97515.05,131172,NA,NA,NA,NA,NA,NA,2021-02-09 19:09:00,5623,16344,NA,509,1
"A074",49,24767,2021-02-11,56.466665,-163.84917,1,14.0416666666667,32,42,79.77,76101.13,124752,NA,NA,NA,NA,NA,NA,2021-02-11 05:49:00,5627,16352,NA,509,2
"A074",87,24767,2021-02-22,55.819165,-162.861665,1,10,29,39,90.64,81360.84,105021,NA,NA,NA,NA,NA,NA,2021-02-22 02:16:00,5546,16254,"C55",516,1
"A115",132,24712,2021-02-27,55.73083,-163.175,1,4.45833333333333,28,42,178.41,176097.14,231704,NA,NA,NA,NA,NA,NA,2021-02-27 15:30:00,5542,16313,NA,509,5
"A115",136,24712,2021-02-28,55.86417,-163.138335,1,3.33333333333333,30,44,172.6,170292.92,233275,NA,NA,NA,NA,NA,NA,2021-02-28 11:55:00,5551,16308,NA,509,1
"A074",90,24767,2021-02-22,55.965,-163.195,1,10.4583333333333,34,44,135.49,129891.86,161174,NA,NA,NA,NA,NA,NA,2021-02-22 14:40:00,5553,16314,NA,509,1
"A262",46,24700,2021-02-07,55.46667,-164.08333,1,11.4583333333333,39,49,124.57,118978.02,154511,NA,NA,NA,NA,NA,NA,2021-02-07 03:10:00,5525,16405,NA,509,1
"A262",95,24700,2021-02-25,55.808335,-164.29167,1,5.41666666666667,39,49,152.96,151839.79,230062,NA,NA,NA,NA,NA,NA,2021-02-25 11:50:00,5546,16422,"C56",509,1
"A262",75,24700,2021-02-17,56.7,-163.11667,1,7.5,21,34,137.87,135389.9,161188,NA,NA,NA,NA,NA,NA,2021-02-17 17:00:00,5647,16304,"C56",509,1
"A262",5,24700,2021-01-24,55.50833,-164.025,1,4.375,38,47,172.15,171016.76,263104,NA,NA,NA,NA,NA,NA,2021-01-24 12:00:00,5532,16357,NA,509,1
"A254",14,24602,2021-02-15,56.636665,-162.2775,3,10.8333333333333,28,38,60,56508.62,67241,NA,NA,NA,NA,NA,NA,2021-02-15 10:15:00,5642,16209,NA,516,2
"A069",57,24730,2021-02-09,56.216665,-163.695835,1,2.5,35,45,101.21,98517.73,126310,NA,NA,NA,NA,NA,NA,2021-02-09 22:10:00,5613,16344,NA,509,1
"A069",63,24730,2021-02-14,56.33333,-162.251665,1,3.625,37,43,106.33,105025.22,134644,NA,NA,NA,NA,NA,NA,2021-02-14 13:04:00,5617,16218,NA,516,1
"A279",5,24604,2021-02-23,55.68333,-163.383335,3,28.2083333333333,32,42,125,120207.17,159632,NA,NA,NA,NA,NA,NA,2021-02-22 18:48:00,5538,16327,NA,509,1
"A291",99,24753,2021-02-13,56.366665,-162.5525,2,7.95833333333333,29,39,50.92,50174.08,64326,NA,NA,NA,NA,NA,NA,2021-02-13 01:50:00,5623,16228,NA,516,1
"A080",79,24719,2021-02-27,55.638335,-163.538335,1,6.25,33,42,140.84,135615.83,164542,NA,NA,NA,NA,NA,NA,2021-02-27 09:00:00,5537,16341,NA,509,5
"A093",13,24629,2021-02-09,54.958335,-165.105835,3,20.875,42,56,120,95650.77,122231,NA,NA,NA,NA,NA,NA,2021-02-09 01:24:00,5451,16508,NA,517,1
"A093",24,24629,2021-02-26,55.45583,-163.896665,3,11.5833333333333,35,47,120,115046.02,150197,NA,NA,NA,NA,NA,NA,2021-02-25 19:38:00,5529,16348,NA,509,1
"A282",78,24733,2021-02-22,55.984165,-163.219165,1,9.375,35,45,180.61,178139.58,234399,NA,NA,NA,NA,NA,NA,2021-02-22 13:35:00,5558,16310,"C54",509,1
"A282",87,24733,2021-02-25,55.766665,-164.366665,1,3.54166666666667,40,50,206.47,205608.35,337065,NA,NA,NA,NA,NA,NA,2021-02-25 12:10:00,5543,16422,"C54",509,1
"A225",30,24750,2021-02-25,55.431665,-163.9725,1,3.33333333333333,36,46,85.6,80520.18,114129,NA,NA,NA,NA,NA,NA,2021-02-25 18:50:00,5526,16402,"C51",509,1
"A045",4,24751,2021-01-27,55.728335,-164.760835,1,3.08333333333333,35,52,94.95,93496.21,131682,NA,NA,NA,NA,6,NA,2021-01-27 06:40:00,5543,16442,NA,509,1
"A045",86,24751,2021-02-22,55.48,-163.5975,1,4.79166666666667,27,39,97.36,94600.54,122852,NA,NA,NA,NA,NA,NA,2021-02-22 20:05:00,5526,16340,NA,509,1
"A091",69,24734,2021-02-17,55.463335,-163.871665,1,13.5833333333333,35,47,130.59,124865.51,168721,NA,NA,NA,NA,NA,NA,2021-02-16 18:41:00,5528,16352,NA,509,1
"A091",17,24734,2021-01-29,55.67,-163.798335,1,12.0416666666667,38,50,124.11,119894.07,152503,NA,NA,NA,NA,NA,NA,2021-01-28 22:06:00,5542,16352,NA,509,1
"A091",93,24734,2021-02-22,55.8925,-162.99,1,11.0833333333333,32,44,132.01,130009.1,166679,NA,NA,NA,NA,NA,NA,2021-02-22 09:22:00,5556,16259,NA,516,1
"A136",46,24710,2021-02-08,56.11167,-163.294165,1,3.20833333333333,33,45,121.65,118426.62,155377,NA,NA,NA,NA,NA,NA,2021-02-08 15:40:00,5605,16317,"C55",509,1
"A136",17,24710,2021-01-30,56.085,-163.4825,1,12.75,34,46,127.33,115711.49,137742,NA,NA,NA,NA,NA,NA,2021-01-30 00:16:00,5607,16336,NA,509,1
"A136",33,24710,2021-02-05,55.11,-164.5975,1,2.33333333333333,25,37,154.22,152533.04,181588,NA,NA,NA,NA,NA,NA,2021-02-05 15:51:00,5506,16438,"C56",509,1
"A074",99,24767,2021-02-25,55.831665,-164.13167,1,10.3333333333333,38,48,160.84,151795.16,240933,NA,NA,NA,NA,NA,NA,2021-02-25 01:11:00,5551,16407,NA,509,1
"A074",100,24767,2021-02-25,55.783335,-164.22,1,7.625,39,49,144.47,140901.71,204207,NA,NA,NA,NA,NA,NA,2021-02-25 06:48:00,5546,16412,NA,509,1
"A262",93,24700,2021-02-25,55.716665,-164.175,1,5,41,48,99.11,96055.5,135291,NA,NA,NA,NA,NA,NA,2021-02-25 06:20:00,5539,16410,NA,509,1
"A262",78,24700,2021-02-18,56.783335,-163.31667,1,5.625,21,35,176.27,174534.79,198330,NA,NA,NA,NA,NA,NA,2021-02-18 12:55:00,5651,16316,"C56",509,1
"A115",44,24712,2021-02-03,55.70583,-164.06,1,6.875,32,49,78.93,76087.5,111612,NA,NA,NA,NA,NA,NA,2021-02-03 01:15:00,5542,16404,NA,509,1
"A039",10,24697,2021-01-30,55.358335,-163.925,2,6.54166666666667,28,38,69.33,62535.26,79162,NA,NA,NA,NA,NA,NA,2021-01-30 08:10:00,5522,16355,NA,509,1
"A054",65,24706,2021-02-19,55.283335,-164.30833,1,3.625,37,49,90.67,84318.04,108137,NA,NA,NA,NA,NA,NA,2021-02-19 02:47:00,5518,16414,NA,509,1
"A054",82,24706,2021-02-23,55.783335,-163.5,1,6.375,36,46,117.2,114720.69,148989,NA,NA,NA,NA,NA,NA,2021-02-23 07:47:00,5551,16326,NA,509,1
"A069",104,24730,2021-02-26,55.35083,-164.2575,1,7.375,42,50,106.26,99809.4,135406,NA,NA,NA,NA,NA,NA,2021-02-26 14:49:00,5523,16417,"C52",509,1
"A105",6,24761,2021-02-24,55.86167,-163.4975,1,1.25,39,49,91.58,90934.87,124306,NA,NA,NA,NA,NA,NA,2021-02-24 15:45:00,5550,16331,NA,509,1
"A291",152,24753,2021-02-25,55.75208,-164.379165,2,4.375,40,52,57.65,56938.38,93347,NA,NA,NA,NA,NA,NA,2021-02-25 13:30:00,5543,16420,NA,509,1
"A291",124,24753,2021-02-22,55.805,-163.030835,2,14.1666666666667,33,44,54.39,53826.84,70826,NA,NA,NA,NA,NA,NA,2021-02-22 09:20:00,5549,16304,NA,516,1
"A291",26,24753,2021-02-02,55.508335,-164.220835,2,8.54166666666667,41,51,55.77,52317.25,75824,NA,NA,NA,NA,NA,NA,2021-02-02 01:50:00,5530,16420,NA,509,1
"A255",43,24756,2021-02-05,55.425,-164.05,2,15,40,50,54.61,50909.48,68759,NA,NA,NA,NA,NA,NA,2021-02-04 22:00:00,5527,16400,NA,509,1
"A255",164,24756,2021-02-27,55.95,-164.58333,2,7.66666666666667,41,49,60.47,59867.37,95020,NA,NA,NA,NA,NA,NA,2021-02-27 09:12:00,5605,16429,NA,509,1
"A255",91,24756,2021-02-16,55.4,-163.825,2,3.66666666666667,30,45,60.39,58244.66,74660,NA,NA,NA,NA,NA,NA,2021-02-16 02:27:00,5522,16352,NA,509,1
"A282",75,24733,2021-02-21,55.9225,-162.729165,1,13.125,31,41,148.59,145778.15,180020,NA,NA,NA,NA,NA,NA,2021-02-21 14:55:00,5554,16237,"C54",516,1
"A225",27,24750,2021-02-24,55.5,-163.665,1,7.5,29,40,85.09,73732.23,93729,NA,NA,NA,NA,NA,NA,2021-02-24 17:40:00,5531,16340,NA,509,1
"A225",32,24750,2021-02-26,55.365,-164.008335,1,5,36,47,97.28,87704.2,107856,NA,NA,NA,NA,NA,NA,2021-02-26 07:15:00,5521,16358,NA,509,1
"A045",10,24751,2021-01-29,55.64667,-163.91,1,8.54166666666667,36,50,94.23,91307.04,112729,NA,NA,NA,NA,NA,NA,2021-01-29 02:55:00,5535,16401,NA,509,1
"A045",40,24751,2021-02-08,56.013335,-163.289165,1,1.625,36,47,100.24,99536.14,125995,NA,NA,NA,NA,NA,NA,2021-02-08 14:17:00,5600,16318,"C51",509,1
"A045",69,24751,2021-02-18,55.26,-164.245,1,3.125,34,46,81.33,72622.83,92978,NA,NA,NA,NA,NA,NA,2021-02-18 16:15:00,5514,16417,"C51",509,1
"A359",22,24636,2021-02-16,55.47389,-163.819865,3,17.125,37,46,220,219685.26,254936,NA,NA,NA,NA,NA,NA,2021-02-16 15:07:00,5531,16342,NA,509,1
"A013",6,24619,2021-02-21,55.53486,-164.536805,3,3.33333333333333,46,56,11.34,11309.79,20420,NA,NA,NA,NA,NA,NA,2021-02-21 11:50:00,5532,16432,NA,509,1
"A013",7,24619,2021-02-21,55.417365,-164.7125,3,0.791666666666667,46,56,63.5,63435.7,130537,NA,NA,NA,NA,NA,NA,2021-02-21 14:45:00,5525,16442,NA,509,1
"A115",85,24712,2021-02-15,56.314165,-162.294165,1,9,22,43,195.08,188885.11,239093,NA,NA,0.76,5,NA,NA,2021-02-14 21:35:00,5618,16217,NA,516,1
"A115",88,24712,2021-02-15,56.139165,-162.588335,1,3.25,27,39,10.36,9817.79,13738,NA,NA,NA,NA,NA,NA,2021-02-15 13:17:00,5609,16234,NA,516,1
"A359",23,24636,2021-02-17,55.39875,-164.2075,3,17.0416666666667,35,53,200,196657.31,242528,NA,NA,NA,NA,488,NA,2021-02-16 23:50:00,5523,16410,NA,509,1
"A041",63,24714,2021-02-19,56.61,-163.52333,1,5.20833333333333,29,39,137.55,134934.66,210828,NA,NA,NA,NA,NA,NA,2021-02-19 10:05:00,5636,16325,NA,509,1
"A091",46,24734,2021-02-09,56.09,-163.56083,1,5.58333333333333,34,46,154.3,151532.97,196769,NA,NA,NA,NA,NA,NA,2021-02-09 01:20:00,5605,16335,"C51",509,1
"A041",42,24714,2021-02-12,56.163335,-162.950835,1,11.25,33,43,169.96,164855.67,208635,NA,NA,NA,NA,5,NA,2021-02-12 04:15:00,5607,16300,NA,516,1
"78139",6,24603,2021-02-02,55.441665,-164.45833,3,8.95833333333333,45,55,135,135000,195411,NA,NA,NA,NA,NA,NA,2021-02-02 15:55:00,5524,16426,NA,509,5
"A039",62,24769,2021-02-14,56.316665,-162.258335,2,1.5,36,46,62.78,61378.61,79710,NA,NA,NA,NA,NA,NA,2021-02-14 16:36:00,5618,16215,NA,516,1
"A039",73,24769,2021-02-17,55.449165,-164.260835,2,30,43,53,62.06,58913.93,174819,NA,NA,NA,NA,NA,NA,2021-02-17 01:00:00,5528,16413,NA,509,1
"A136",81,24710,2021-02-22,55.88167,-162.98,1,8.70833333333333,29,41,133.13,127669.88,167982,NA,NA,NA,NA,NA,NA,2021-02-22 03:23:00,5546,16256,NA,509,1
"A074",2,24767,2021-01-26,55.296665,-164.6325,1,1.5,43,53,47.1,46490.63,68368,NA,NA,NA,NA,5,NA,2021-01-26 17:52:00,5517,16440,NA,509,1
"A074",62,24767,2021-02-14,56.365,-162.089165,1,13.875,26,36,121.87,118251.53,157412,NA,NA,NA,NA,3,NA,2021-02-14 11:21:00,5614,16206,NA,516,1
"A074",74,24767,2021-02-19,55.170835,-164.75667,1,1.70833333333333,44,54,91.12,90359.86,231692,NA,NA,2.6,14,12,NA,2021-02-19 13:11:00,5509,16446,"C53",509,1
"A074",104,24767,2021-02-26,55.960835,-164.774165,1,12.2083333333333,39,49,160.61,158340.96,226203,NA,NA,NA,NA,15,NA,2021-02-26 09:55:00,5556,16443,NA,509,1
"A262",49,24700,2021-02-07,55.883335,-163.65,1,14.375,39,48,136.25,125858.34,155378,NA,NA,NA,NA,8,NA,2021-02-07 18:00:00,5555,16346,NA,509,1
"A262",52,24700,2021-02-08,56.08333,-163.34167,1,3.95833333333333,30,44,92.94,91745.44,114677,NA,NA,NA,NA,NA,NA,2021-02-08 19:40:00,5602,16319,"C53",509,1
"A262",53,24700,2021-02-09,56.083335,-163.425,1,7.29166666666667,30,44,169.13,156128.91,201969,NA,NA,NA,NA,NA,NA,2021-02-08 21:45:00,5607,16323,NA,509,1
"A262",6,24700,2021-01-24,55.433335,-164.241665,1,8.95833333333333,37,51,154.07,145087.14,179128,NA,NA,NA,NA,NA,NA,2021-01-24 18:00:00,5521,16417,"C53",509,1
"A300",12,24763,2021-02-22,55.65167,-163.466665,3,5,42,43,100,90541.87,115764,NA,NA,NA,NA,NA,NA,2021-02-22 13:59:00,5537,16334,NA,509,1
"A039",24,24697,2021-02-02,55.37,-164.754165,2,4.79166666666667,46,56,68.16,67441.73,112401,NA,NA,NA,NA,NA,NA,2021-02-02 03:00:00,5525,16446,NA,509,1
"A069",56,24730,2021-02-09,56.218335,-163.674165,1,4.91666666666667,38,46,113.21,111393.22,163818,NA,NA,NA,NA,NA,NA,2021-02-09 16:29:00,5612,16346,"C52",509,1
"A105",13,24761,2021-02-26,55.53667,-163.95833,1,4.375,37,47,103.52,101473.73,141172,NA,NA,NA,NA,4,NA,2021-02-26 17:30:00,5531,16359,NA,509,1
"A080",36,24719,2021-02-12,55.905,-162.99,1,11.1666666666667,34,42,114.55,107072.22,150806,NA,NA,NA,NA,NA,NA,2021-02-11 23:24:00,5552,16301,NA,516,5
"A291",79,24753,2021-02-08,55.54333,-164.845,2,5.08333333333333,47,57,59.01,58643.76,93087,NA,NA,NA,NA,NA,NA,2021-02-08 16:15:00,5533,16448,NA,509,1
"A291",105,24753,2021-02-14,56.12917,-162.886665,2,20.1666666666667,33,43,49.69,47066.69,66447,NA,NA,NA,NA,NA,NA,2021-02-13 17:30:00,5606,16300,NA,516,1
"A045",90,24751,2021-02-24,55.678335,-163.4925,1,12.9166666666667,34,47,100.96,96475.97,126939,NA,NA,NA,NA,NA,NA,2021-02-23 20:40:00,5538,16320,NA,509,1
"A255",52,24756,2021-02-08,55.2,-164.883335,2,4.75,50,60,54.54,54195.23,82109,NA,NA,NA,NA,14,NA,2021-02-08 16:08:00,5511,16457,NA,509,1
"A255",85,24756,2021-02-15,55.801665,-163.46667,2,8,38,50,56.57,53260.32,77947,NA,NA,NA,NA,NA,NA,2021-02-15 07:43:00,5546,16330,NA,509,1
"A255",94,24756,2021-02-16,55.441665,-163.825,2,3.75,35,45,59.35,57626.15,84832,NA,NA,NA,NA,NA,NA,2021-02-16 08:45:00,5527,16347,NA,509,1
"A282",19,24733,2021-01-31,56.075,-163.62,1,5.41666666666667,37,47,184.29,182675.18,202971,NA,NA,NA,NA,NA,NA,2021-01-31 07:30:00,5604,16337,"C54",509,1
"A255",97,24756,2021-02-16,55.375,-164.183335,2,2.5,40,50,56.61,54963.58,122202,NA,NA,NA,NA,NA,NA,2021-02-16 17:30:00,5522,16412,NA,509,1
"A255",13,24756,2021-02-01,55.308335,-164.36667,2,3.375,39,54,53.67,52789.18,78779,NA,NA,NA,NA,NA,NA,2021-02-01 02:05:00,5518,16419,NA,509,1
"A045",18,24751,2021-01-31,55.901665,-164.28,1,4.79166666666667,39,49,89.54,85952.25,106100,NA,NA,NA,NA,NA,NA,2021-01-31 03:15:00,5554,16414,NA,509,2
"A282",13,24733,2021-01-30,56.015835,-163.221665,1,7.08333333333333,35,45,149.73,138404.39,170872,NA,NA,NA,NA,NA,NA,2021-01-29 23:35:00,5600,16308,NA,509,1
"A136",40,24710,2021-02-07,55.57,-164.055,1,11.5,38,50,50.7,44673.64,64743,NA,NA,NA,NA,NA,NA,2021-02-07 08:06:00,5531,16404,NA,509,1
"A136",47,24710,2021-02-09,56.045835,-163.48583,1,6.125,33,45,143.49,137204.56,178189,NA,NA,NA,NA,NA,NA,2021-02-09 00:22:00,5602,16324,NA,509,1
"A039",77,24769,2021-02-18,55.28333,-164.216665,2,8.58333333333333,38,48,64.49,61609.87,78976,NA,NA,NA,NA,3,NA,2021-02-18 03:04:00,5520,16405,NA,509,1
"A039",63,24769,2021-02-15,56.35,-162.296665,2,11.875,34,41,68.26,65454.44,84467,NA,NA,NA,NA,NA,NA,2021-02-14 21:00:00,5624,16217,NA,516,1
"A074",15,24767,2021-01-31,56.0175,-163.535,1,14.2916666666667,36,46,94.61,83992.76,101621,NA,NA,NA,NA,NA,NA,2021-01-30 22:59:00,5600,16324,NA,509,1
"A074",102,24767,2021-02-25,55.776665,-164.53333,1,7.20833333333333,38,48,155.64,152907.48,221612,NA,NA,NA,NA,NA,NA,2021-02-25 20:27:00,5548,16434,NA,509,1
"A262",55,24700,2021-02-09,56.2,-163.45,1,10.4166666666667,29,44,169.99,167288.47,238986,NA,NA,NA,NA,NA,NA,2021-02-09 08:35:00,5610,16326,NA,509,1
"A262",106,24700,2021-03-01,55.925,-162.84167,1,16.875,33,43,155.63,151145.31,209922,NA,NA,NA,NA,NA,NA,2021-02-28 22:15:00,5550,16252,NA,516,2
"A262",109,24700,2021-03-01,56.016665,-163.10833,1,15.8333333333333,31,43,126.59,123208.17,166498,NA,NA,NA,NA,NA,NA,2021-03-01 16:50:00,5609,16253,NA,509,1
"A327",8,24635,2021-01-31,55.2175,-164.7225,3,8.25,41,55,108.9,108900,303318,NA,NA,NA,NA,NA,NA,2021-01-31 04:42:00,5511,16438,NA,509,1
"A039",5,24697,2021-01-26,55.455,-164.75333,2,2.83333333333333,45,55,65.73,65391.22,81739,NA,NA,NA,NA,3,NA,2021-01-26 16:24:00,5528,16446,NA,509,1
"A115",46,24712,2021-02-03,55.7925,-164.405,1,2.875,33,49,25.1,14096.31,19851,NA,NA,NA,NA,NA,NA,2021-02-03 10:28:00,5547,16421,NA,509,1
"A115",12,24712,2021-01-26,55.5475,-164.746665,1,4.58333333333333,45,54,180.93,179742.94,253161,NA,NA,NA,NA,NA,NA,2021-01-26 17:10:00,5535,16442,NA,509,2
"A039",29,24697,2021-02-03,55.6475,-164.41167,2,15.9583333333333,43,53,39.32,29747.34,47154,NA,NA,NA,NA,NA,NA,2021-02-03 07:07:00,5538,16424,NA,509,1
"A039",30,24697,2021-02-03,55.3975,-164.493335,2,0.833333333333333,44,54,59.73,59278.14,92625,NA,NA,NA,NA,3,NA,2021-02-03 13:35:00,5523,16428,NA,509,1
"A054",77,24706,2021-02-22,55.875,-162.98333,1,7.29166666666667,32,44,108.2,105970.83,149253,NA,NA,NA,NA,NA,NA,2021-02-22 03:00:00,5556,16259,NA,516,1
"A054",90,24706,2021-02-25,55.41667,-163.875,1,1.45833333333333,35,45,133.69,130011.67,188416,NA,NA,NA,NA,NA,NA,2021-02-25 10:10:00,5525,16354,"C52",509,1
"A054",21,24706,2021-02-02,55.658335,-164.31667,1,16.8333333333333,37,49,118.99,114567.05,166919,NA,NA,NA,NA,NA,NA,2021-02-02 15:35:00,5537,16428,NA,509,2
"A080",29,24719,2021-02-03,55.649165,-164.185835,1,8.04166666666667,38,48,125.65,123725.18,181948,NA,NA,NA,NA,6,NA,2021-02-02 23:54:00,5538,16412,"C55",509,1
"A080",34,24719,2021-02-04,55.5,-164.690835,1,12.9166666666667,45,54,114.68,110524.52,197362,NA,NA,NA,NA,10,NA,2021-02-04 07:59:00,5523,16433,NA,509,1
"A291",6,24753,2021-01-28,55.20833,-164.408335,2,13.75,39,49,50.02,46128.75,58667,NA,NA,NA,NA,NA,NA,2021-01-28 03:50:00,5511,16431,NA,509,1
"A291",18,24753,2021-02-01,56.0975,-163.9325,2,14.7083333333333,39,49,45.19,44435.92,52897,NA,NA,NA,NA,NA,NA,2021-02-01 00:30:00,5607,16352,NA,509,1
"A255",150,24756,2021-02-25,55.775,-164.625,2,6.25,42,52,61.89,59229.79,87128,NA,NA,NA,NA,NA,NA,2021-02-25 12:45:00,5547,16455,NA,509,1
"A255",99,24756,2021-02-17,55.35167,-164.22611,2,5.33333333333333,40,52,59.57,54626.99,70677,NA,NA,NA,NA,NA,NA,2021-02-17 03:43:00,5522,16411,NA,509,1
"A045",19,24751,2021-01-31,55.91833,-164.535835,1,5.625,36,50,77.85,69872.17,94425,NA,NA,NA,NA,NA,NA,2021-01-31 10:37:00,5554,16428,NA,509,1
"A045",37,24751,2021-02-05,55.573335,-164.953335,1,6.29166666666667,39,56,105.12,101984.48,169971,NA,NA,NA,NA,4,NA,2021-02-05 04:55:00,5533,16452,"C51",517,1
"A093",4,24629,2021-01-22,55.2225,-164.308335,3,4.83333333333333,31,43,105,95283.58,119104,NA,NA,NA,NA,NA,NA,2021-01-22 16:51:00,5511,16422,NA,509,1
"A045",61,24751,2021-02-14,56.324165,-162.2325,1,1.875,28,42,105.31,104736.2,134282,NA,NA,NA,NA,NA,NA,2021-02-14 08:01:00,5620,16212,"C51",516,1
"A093",9,24629,2021-02-04,55.193335,-164.903335,3,6.45833333333333,45,59,105,104160,117600,NA,NA,NA,NA,NA,NA,2021-02-03 21:48:00,5511,16454,NA,509,1
"A013",8,24619,2021-02-26,55.624165,-163.326385,3,2.875,30,40,45.36,45217.63,71329,NA,NA,NA,NA,NA,NA,2021-02-26 14:32:00,5536,16322,NA,509,1
"A041",61,24714,2021-02-18,56.661945,-163.353335,1,3.95833333333333,28,38,120.33,115111.37,149681,NA,NA,NA,NA,NA,NA,2021-02-18 12:35:00,5636,16322,"C55",509,2
"A091",48,24734,2021-02-09,56.185,-163.63917,1,1.33333333333333,34,46,102.7,101987.83,137821,NA,NA,NA,NA,NA,NA,2021-02-09 13:26:00,5611,16337,"C51",509,1
"A091",50,24734,2021-02-10,56.1725,-163.72917,1,6.54166666666667,33,45,120.4,117181.29,162745,NA,NA,NA,NA,NA,NA,2021-02-10 01:07:00,5610,16340,NA,509,1
"A091",102,24734,2021-02-27,55.22917,-164.303335,1,11.875,26,38,111.37,98953.28,134199,NA,NA,NA,NA,NA,NA,2021-02-26 21:25:00,5514,16413,NA,509,1
"A041",45,24714,2021-02-13,56.389165,-162.980835,1,6.04166666666667,32,42,181.09,176479.24,245117,NA,NA,NA,NA,NA,NA,2021-02-13 02:10:00,5623,16255,NA,509,1
"A091",80,24734,2021-02-19,55.411665,-164.265835,1,8.625,40,52,112.38,109144.16,211776,NA,NA,NA,NA,NA,NA,2021-02-19 07:57:00,5522,16416,"C51",509,1
"A041",76,24714,2021-02-25,55.4075,-163.965,1,11.875,36,46,185.35,162972.74,218267,NA,NA,NA,NA,NA,NA,2021-02-25 18:55:00,5524,16400,NA,509,1
"A136",57,24710,2021-02-12,56.08,-162.961665,1,13.2916666666667,31,43,126.57,114554.03,154508,NA,NA,NA,NA,NA,NA,2021-02-11 20:51:00,5603,16256,NA,516,1
"A136",19,24710,2021-01-30,56.005,-163.311665,1,8.75,32,45,138.54,135476.62,180638,NA,NA,NA,NA,3,NA,2021-01-30 11:36:00,5600,16328,"C53",509,1
"A262",19,24700,2021-01-28,55.625,-165.03333,1,6.66666666666667,41,56,138.87,136922.36,210653,NA,NA,0.63,3,NA,NA,2021-01-28 17:30:00,5539,16511,NA,509,1
"A262",15,24700,2021-01-27,55.83333,-164.958335,1,7.5,32,49,146.52,144348.35,218714,NA,NA,NA,NA,NA,NA,2021-01-27 16:20:00,5556,16458,NA,509,2
"A115",24,24712,2021-01-30,55.74,-164.045,1,10.25,38,49,176.42,164605.34,205752,NA,NA,NA,NA,NA,NA,2021-01-29 21:24:00,5545,16403,NA,509,1
"A300",10,24763,2021-02-20,55.443335,-164.42875,3,21.25,45,55,150,145364.65,235939,NA,NA,NA,NA,NA,NA,2021-02-20 00:59:00,5529,16422,NA,509,1
"A039",40,24697,2021-02-05,55.308335,-164.308335,2,14.0833333333333,45,55,67.01,64027.37,88925,NA,NA,NA,NA,NA,NA,2021-02-05 17:52:00,5521,16404,NA,509,1
